cpu,1,10.063288940000348
cpu,2,19.16034248699725
cpu,3,27.92415563800023
cpu,4,37.15537297500123
cpu,6,55.269369931003894
cpu,7,63.57153425300203
cpu,8,72.64890749999904
cpu,9,81.13536576699698
cpu,10,90.67941528599476
cpu,11,99.25992958100687
cpu,12,109.75648476899369
cpu,13,115.72029556200141
cpu,14,126.29558087799523
cpu,15,135.368594020998

----------------------
cpu,1,10.016028984013246
cpu,2,19.13335357599135
cpu,3,27.35425616199791
cpu,4,36.745115234007244
cpu,5,45.64703600900248
cpu,6,54.6518144080037
cpu,7,63.57908362800663
